AOA,injection_location,injection_slot_size,predicted_cl,predicted_cd
8,20,2.0,0.19036310203558243,-0.13497636584226297
9,20,2.0,0.24017656493874334,-0.11142701632460887
10,20,2.0,0.2897601595979702,-0.08126427629245826
11,20,2.0,0.3427478500740002,-0.04987136448800315
12,20,2.0,0.3978939941736321,-0.018233384719570464
13,20,2.0,0.4525509778431391,0.013970195071183064
14,20,2.0,0.5070602969482425,0.04603539956874721
15,20,2.0,0.5552107437556624,0.07787657378693509
16,20,2.0,0.5961844309382873,0.10907542508323574
17,20,2.0,0.6291061259276503,0.13957584202253548
18,20,2.0,0.6594481596884207,0.1711530275469354
19,20,2.0,0.6882266141370952,0.2027302130713351
20,20,2.0,0.7158491677641172,0.23355448117796956
21,20,2.0,0.7425911503734668,0.2641722729210046
22,20,2.0,0.7674298663002226,0.29546028489326537
23,20,2.0,0.7917430556232494,0.324774641087644
24,20,2.0,0.815959034767098,0.3544288813613943
25,20,2.0,0.8401750139109467,0.38449455210158406
26,20,2.0,0.8493808240373142,0.41325244697528246
27,20,2.0,0.854395054125598,0.4435875724151716
28,20,2.0,0.8579995219659078,0.47392269785506086
0,20,2.5,-0.2687646070486893,-0.3589464467716931
1,20,2.5,-0.22236651570100477,-0.3421558619658161
2,20,2.5,-0.1762070425262489,-0.32350255466440064
3,20,2.5,-0.12926320427526516,-0.304693490072403
4,20,2.5,-0.0820302447711683,-0.28477363156758917
5,20,2.5,-0.032581103174326775,-0.2638109694606942
6,20,2.5,0.01705869019250847,-0.2428483073537997
7,20,2.5,0.06854405529727117,-0.22121537587931284
8,20,2.5,0.11796292458794444,-0.19776250562966707
9,20,2.5,0.1660771884499459,-0.17314575026252899
10,20,2.5,0.21353114192034423,-0.1473094114920822
11,20,2.5,0.2609850953907422,-0.12115261143445036
12,20,2.5,0.3084390488611404,-0.09376291738391451
13,20,2.5,0.35589300233153914,-0.06637322333337814
14,20,2.5,0.40363359994422193,-0.038983529282841406
15,20,2.5,0.45102834603880876,-0.011625603930204495
16,20,2.5,0.49504533368025144,0.016658715776842664
17,20,2.5,0.5388678415805714,0.0446380332436742
18,20,2.5,0.5802300862150864,0.0729375674028457
19,20,2.5,0.6194986986713973,0.10203296288659176
20,20,2.5,0.6554799775036844,0.13155546288877162
21,20,2.5,0.69098327448692,0.16137891763514817
22,20,2.5,0.7260317214882435,0.19404900244436313
23,20,2.5,0.7589010735678714,0.22700541150691184
24,20,2.5,0.7894436318951217,0.26266665620381596
25,20,2.5,0.8169102172262754,0.2966167227940584
26,20,2.5,0.8402406303868639,0.3297624010696825
27,20,2.5,0.8609518125826661,0.3624968441259757
28,20,2.5,0.880691378618111,0.395129084330211
0,25,0.5,0.2991192620525286,0.6367521395438568
1,25,0.5,0.3404300395236191,0.6516992708909147
2,25,0.5,0.38283019855408923,0.6647204353405184
3,25,0.5,0.4244260110127361,0.6783607919238976
4,25,0.5,0.46254858582991515,0.6936968049030334
5,25,0.5,0.5006711606470939,0.7098251608508989
6,25,0.5,0.5387937354642729,0.7262606312521073
7,25,0.5,0.5769163102814521,0.7428954133679746
8,25,0.5,0.6157699517965971,0.758396275226866
9,25,0.5,0.6527813551811374,0.7746148361734105
10,25,0.5,0.6876897250262541,0.7920937492469794
11,25,0.5,0.7231479016952591,0.8098236474124706
12,25,0.5,0.7581958704711187,0.8290712245597773
13,25,0.5,0.7913178531770566,0.8492854498790029
14,25,0.5,0.8194774047795261,0.8712284032356339
15,25,0.5,0.8471853196553636,0.8935586475765068
16,25,0.5,0.8741123601613268,0.9158888919173794
17,25,0.5,0.9010394006672899,0.9382191362582518
18,25,0.5,0.9267279480206279,0.9605493805991244
19,25,0.5,0.949430990344734,0.9831127518899404
20,25,0.5,0.9700379879454337,1.0028923690373486
21,25,0.5,0.9844625904296851,1.022394666775374
22,25,0.5,0.9902843097259362,1.041896964513399
23,25,0.5,0.9961060290221868,1.059244784305519
24,25,0.5,0.9994110533813085,1.074662638321342
25,25,0.5,1.0022303561347272,1.0885633684562697
26,25,0.5,1.0050496588881457,1.1033780699182016
27,25,0.5,1.0078689616415637,1.1181764432148935
28,25,0.5,1.0093976242545402,1.1329748165115858
0,25,1.0,0.1987961044948507,0.3402893220386699
1,25,1.0,0.24927942744138798,0.36103736142790693
2,25,1.0,0.30030393672191874,0.3818916435389145
3,25,1.0,0.35175793269207545,0.40275924445704275
4,25,1.0,0.399717129386133,0.42379213612975647
5,25,1.0,0.4468924625525293,0.4447763680788635
6,25,1.0,0.49239494585203464,0.46514154217276976
7,25,1.0,0.5358192289433084,0.48498315640876827
8,25,1.0,0.5767546417556031,0.5048167367995026
9,25,1.0,0.6166973738902581,0.5270228004987665
10,25,1.0,0.6567990328886548,0.549183820635106
11,25,1.0,0.6943063154215945,0.5706903056015682
12,25,1.0,0.7258548480982405,0.5921967905680304
13,25,1.0,0.7574033807748866,0.6179100665486413
14,25,1.0,0.7898089115879796,0.6456026785471284
15,25,1.0,0.8238787305702806,0.6745205288035535
16,25,1.0,0.8544119579524514,0.7029330345620213
17,25,1.0,0.8828907879956058,0.7304993692778825
18,25,1.0,0.9056173588256804,0.7580657039937433
19,25,1.0,0.9285239490195218,0.7856320387096047
20,25,1.0,0.9542691251938562,0.8131983734254659
21,25,1.0,0.970866004975047,0.8402640998752409
22,25,1.0,0.980896141069413,0.8645646387577244
23,25,1.0,0.9895549134719084,0.8872342631927577
24,25,1.0,0.9951222175756367,0.9087001133707636
25,25,1.0,0.9967049344483685,0.9243357697988647
26,25,1.0,0.9981965543303981,0.9412639839834352
27,25,1.0,0.9996881742124277,0.9606101791891694
28,25,1.0,0.9996103599917816,0.979956374394903
0,25,1.5,0.04439669372769467,0.0009412554590572803
1,25,1.5,0.09635320785480081,0.02181231548092781
2,25,1.5,0.14830972198190673,0.04336304579898222
3,25,1.5,0.19842910840590816,0.06491377611703676
4,25,1.5,0.24616559706079927,0.08684141073404446
5,25,1.5,0.2937722177312278,0.1094394813249701
6,25,1.5,0.34137883840165656,0.1326701696255443
7,25,1.5,0.38898545907208487,0.1570749501059211
8,25,1.5,0.43659207974251363,0.1815377261852154
9,25,1.5,0.4841987004129424,0.20600050226450956
10,25,1.5,0.5317738613062433,0.23048841849803126
11,25,1.5,0.5761080299831922,0.2572406048856321
12,25,1.5,0.6178495508563755,0.2836554645283703
13,25,1.5,0.6599172265067867,0.31037629963464713
14,25,1.5,0.7020460768238612,0.33809099956322824
15,25,1.5,0.742973774738239,0.36580055802910394
16,25,1.5,0.7820368759800338,0.3946838668765883
17,25,1.5,0.8136056417141759,0.42821777179304593
18,25,1.5,0.8440361461901569,0.46317955828223617
19,25,1.5,0.8715743851241604,0.5012767048281009
20,25,1.5,0.8992633547938795,0.5372771377165315
21,25,1.5,0.9281072318333441,0.5725156041161671
22,25,1.5,0.9519513719223864,0.6061324333863229
23,25,1.5,0.9610651718605625,0.6390759381985299
24,25,1.5,0.9711943082465906,0.6692906967663234
25,25,1.5,0.9738635581453323,0.6991679816634331
26,25,1.5,0.9745958167651967,0.7280219922166902
27,25,1.5,0.9753467396334372,0.7560803699466137
28,25,1.5,0.9770999357720171,0.7822489899792194
0,25,2.0,-0.10355844936579237,-0.23111116881572796
1,25,2.0,-0.05443430257080413,-0.2142893081599746
2,25,2.0,-0.004825907155029702,-0.19840605717993254
3,25,2.0,0.0466636865056016,-0.18222579754123341
4,25,2.0,0.09996531651913881,-0.1639484560171245
5,25,2.0,0.15470644288340657,-0.14404040097475762
6,25,2.0,0.20945673136630877,-0.12366390769448389
7,25,2.0,0.2629282539551339,-0.09968873247723274
8,25,2.0,0.3153761548339035,-0.06810147694816603
9,25,2.0,0.36782405571267307,-0.03646064191279251
10,25,2.0,0.4218100284783884,-0.0048198068774188
11,25,2.0,0.4754602158319286,0.026821028157954938
12,25,2.0,0.5297678934122092,0.05846186319332854
13,25,2.0,0.5843020751931252,0.09010269822870222
14,25,2.0,0.6398611684735784,0.12174985640342907
15,25,2.0,0.6951420039826177,0.1543906065542469
16,25,2.0,0.7489346752805055,0.18701137370156068
17,25,2.0,0.7924936729676144,0.21897322385678714
18,25,2.0,0.8278217212957373,0.25210684155593344
19,25,2.0,0.8620188059996219,0.28564710040109775
20,25,2.0,0.8928570928093464,0.321035541393041
21,25,2.0,0.9214609145973485,0.35406976224103837
22,25,2.0,0.9479000200377339,0.3867328567361471
23,25,2.0,0.9726173981968882,0.4198097118780347
24,25,2.0,0.997044190478998,0.4543875612398158
25,25,2.0,1.0115344938030013,0.4883817830195866
26,25,2.0,1.0201934938380306,0.5210451429377083
27,25,2.0,1.0246341703869666,0.5541224076356106
28,25,2.0,1.0280696329701955,0.5873007836237779
0,25,2.5,-0.18335025595203713,-0.32145934760938616
1,25,2.5,-0.1361017257218064,-0.3016848915234152
2,25,2.5,-0.0884881727681511,-0.2819104354374447
3,25,2.5,-0.04082626679566785,-0.261347682303328
4,25,2.5,0.008488346348832582,-0.24038502019643343
5,25,2.5,0.060360788988015,-0.21942235808953847
6,25,2.5,0.11241853785787442,-0.19845969598264368
7,25,2.5,0.16447628672773326,-0.17693604218961534
8,25,2.5,0.21653403559759293,-0.15265749112017138
9,25,2.5,0.2655941263630431,-0.12496699598919556
10,25,2.5,0.31291211633271604,-0.09621848196334648
11,25,2.5,0.35928884317326176,-0.06746395162512032
12,25,2.5,0.4095315108699955,-0.03864865819431393
13,25,2.5,0.46026871128941266,-0.00969679217986831
14,25,2.5,0.5110059117088297,0.019426667555857688
15,25,2.5,0.5617431121282466,0.04855012729158352
16,25,2.5,0.6124803125476637,0.07767358702730921
17,25,2.5,0.6632175129670808,0.10679704676303502
18,25,2.5,0.7143019431425406,0.13699543152196014
19,25,2.5,0.7626393743964976,0.1696525323668439
20,25,2.5,0.806839287134751,0.20394752417943957
21,25,2.5,0.8441075768656991,0.23719577968616146
22,25,2.5,0.8791215153056486,0.27120501021156435
23,25,2.5,0.9134116921390796,0.3066277237887593
24,25,2.5,0.945693429338389,0.3420504373659537
25,25,2.5,0.9736591796402203,0.37812075638188203
26,25,2.5,0.9964849333361943,0.41612111569284965
27,25,2.5,1.0195318022489885,0.45252107329258967
28,25,2.5,1.0369054905881365,0.4861432647052712
0,30,0.5,0.3660146958659732,0.7104839707816477
1,30,0.5,0.4084148548964433,0.7246665363292749
2,30,0.5,0.4508150139269133,0.7385672903231674
3,30,0.5,0.4924916595530135,0.7515898409512498
4,30,0.5,0.5329769249219976,0.7643349782719127
5,30,0.5,0.5738772781325523,0.7771007790567427
6,30,0.5,0.6128693790800974,0.7926725619521
7,30,0.5,0.6541723367990515,0.808244344847458
8,30,0.5,0.6953562833928841,0.823982530733667
9,30,0.5,0.7334084095303037,0.8415558121581567
10,30,0.5,0.771447987686595,0.8592171568852688
11,30,0.5,0.8059709324548041,0.8768785016123807
12,30,0.5,0.8397090657089494,0.8962800905206085
13,30,0.5,0.8720741090711905,0.9179480640846654
14,30,0.5,0.9040595240166285,0.9389009371605744
15,30,0.5,0.9337225328071606,0.9595364820195954
16,30,0.5,0.9645211667242837,0.9819684244028942
17,30,0.5,0.9932860307559446,1.0043554906138592
18,30,0.5,1.0192143409484749,1.0266857349547314
19,30,0.5,1.046413602009123,1.0490159792956042
20,30,0.5,1.0710959045348178,1.0713462236364766
21,30,0.5,1.094108210396125,1.0936764679773494
22,30,0.5,1.1061233721985053,1.1121633604155894
23,30,0.5,1.1144104127620897,1.1296767591615584
24,30,0.5,1.1202322718133702,1.1475021749820622
25,30,0.5,1.121036158951953,1.1626383674816636
26,30,0.5,1.1216766990659146,1.1781460800989727
27,30,0.5,1.1217497367698013,1.1935188008065836
28,30,0.5,1.1201354757056585,1.2087905414406312
0,30,1.0,0.2907671393029529,0.4129030210486861
1,30,1.0,0.3439868613546277,0.43155201879879607
2,30,1.0,0.3917173568423665,0.4523262269881185
3,30,1.0,0.43665707598074704,0.47389123072436495
4,30,1.0,0.4805221550299042,0.49514506432191224
5,30,1.0,0.5242515900536793,0.5159532480172574
6,30,1.0,0.568873945133284,0.5357883031902416
7,30,1.0,0.6131779932152563,0.5556917191694442
8,30,1.0,0.655333015220148,0.5761574516791108
9,30,1.0,0.6950491490414272,0.5973365440630497
10,30,1.0,0.7330935856675154,0.621162979894335
11,30,1.0,0.7706176464777315,0.6444764528571341
12,30,1.0,0.8081417072879475,0.6687741384801007
13,30,1.0,0.8424996128932232,0.6941868437789173
14,30,1.0,0.8765889765115085,0.7213648884852483
15,30,1.0,0.910670730407692,0.7493475108344901
16,30,1.0,0.9460853999909316,0.7773301331837318
17,30,1.0,0.9800815842151043,0.805312755532974
18,30,1.0,1.0104813209341297,0.8330374717131279
19,30,1.0,1.0381994454568555,0.8571914865385181
20,30,1.0,1.064425243565394,0.8809130410700959
21,30,1.0,1.0827660177011609,0.9046345956016738
22,30,1.0,1.0933632092010517,0.9271911426004272
23,30,1.0,1.1025785700103292,0.948794382244582
24,30,1.0,1.1092113441434799,0.967977157882656
25,30,1.0,1.1114749188447774,0.984758257986723
26,30,1.0,1.1125993166641412,1.001608407956224
27,30,1.0,1.112325241932327,1.0191194029925648
28,30,1.0,1.1108448137194544,1.0388391671395856
0,30,1.5,0.12618299399897218,0.06438438819528923
1,30,1.5,0.1781395081260781,0.08476562282468743
2,30,1.5,0.2300960222531842,0.10601176435685773
3,30,1.5,0.28205253638029026,0.1275817420889243
4,30,1.5,0.3340090505073966,0.15101016989150862
5,30,1.5,0.3884674813390537,0.17510262366405854
6,30,1.5,0.43932960907082,0.19919507743660803
7,30,1.5,0.48956530137683146,0.2236423151211569
8,30,1.5,0.5390809884719003,0.24797945475572264
9,30,1.5,0.5882426415859097,0.2729767462469317
10,30,1.5,0.6368195049282641,0.2996824857502633
11,30,1.5,0.6839606938225125,0.3262904325814745
12,30,1.5,0.7348912255562485,0.3539827598934176
13,30,1.5,0.7851222240225131,0.3818676379329777
14,30,1.5,0.8319460423110485,0.4096677445793692
15,30,1.5,0.8747875098846942,0.44081637903784693
16,30,1.5,0.9156694949123128,0.4743977050712583
17,30,1.5,0.953891275630558,0.5095353534571438
18,30,1.5,0.9829387358382773,0.5466833500102437
19,30,1.5,1.0095989444190414,0.5846992123818332
20,30,1.5,1.037710972655653,0.6227150747534225
21,30,1.5,1.0632755110491978,0.6605038251628097
22,30,1.5,1.08162411476988,0.695967057825586
23,30,1.5,1.093176648818591,0.7306504043634945
24,30,1.5,1.1043532803756098,0.7643711804425439
25,30,1.5,1.114119103787917,0.7974140938313197
26,30,1.5,1.119044782349619,0.8240590150376815
27,30,1.5,1.120929705854892,0.8515535701043508
28,30,1.5,1.121742980054415,0.8790481251710203
0,30,2.0,0.016240363842417532,-0.17528831841332926
1,30,2.0,0.0668454491808263,-0.16061623213870652
2,30,2.0,0.11831560873126878,-0.14594246273012235
3,30,2.0,0.1716072983742739,-0.12861652455820416
4,30,2.0,0.22769407090358046,-0.10947909605620927
5,30,2.0,0.28384550933226754,-0.0852851234402192
6,30,2.0,0.3398471723527244,-0.05778357908506275
7,30,2.0,0.3965326043170069,-0.028685272729535985
8,30,2.0,0.45526193403042375,0.0008899130070387368
9,30,2.0,0.5139529799924007,0.03295157621081739
10,30,2.0,0.5687148071409143,0.06502100512104035
11,30,2.0,0.6245237625124382,0.09709391175462391
12,30,2.0,0.6801909494295277,0.12916681838820737
13,30,2.0,0.7358581363466168,0.1612397250217909
14,30,2.0,0.7897561111068037,0.19384258322216547
15,30,2.0,0.8416298101502566,0.22752302018258502
16,30,2.0,0.8932628572457744,0.2627554660658851
17,30,2.0,0.9463289447933072,0.29877790178423846
18,30,2.0,0.9905323764441594,0.3354466231333026
19,30,2.0,1.0270824817620408,0.37127692818733765
20,30,2.0,1.059139680323619,0.40860666049248723
21,30,2.0,1.0871217524224148,0.448019254643551
22,30,2.0,1.1145612113413295,0.4874318487946146
23,30,2.0,1.1418116336057487,0.5289617694575949
24,30,2.0,1.161178713301068,0.5694792143342747
25,30,2.0,1.1722805163193708,0.6071595857509996
26,30,2.0,1.1830579032403294,0.6448671862759261
27,30,2.0,1.1886021610919693,0.6837182269532174
28,30,2.0,1.1918504014910691,0.7179550269539711
0,30,2.5,-0.08836866703443698,-0.2765807958503706
1,30,2.5,-0.03854240445521462,-0.2533499835934573
2,30,2.5,0.012232162083578302,-0.22897091359816452
3,30,2.5,0.06533598523706124,-0.20461167448680223
4,30,2.5,0.11927047665113827,-0.1811714452083491
5,30,2.5,0.1747902765615617,-0.15783137561738939
6,30,2.5,0.2303100764719852,-0.13449130602643017
7,30,2.5,0.28582987638240887,-0.10924736706991074
8,30,2.5,0.34134967629283247,-0.08248754976541253
9,30,2.5,0.39686947620325574,-0.05539361452265937
10,30,2.5,0.44939724689756694,-0.026374744785305757
11,30,2.5,0.5003555231064849,0.002644124952047938
12,30,2.5,0.5490560340947246,0.03166299468940152
13,30,2.5,0.5974560529816959,0.06068186442675515
14,30,2.5,0.646221978751458,0.0906288438201628
15,30,2.5,0.6981016372219613,0.1206585307803223
16,30,2.5,0.7499812956924645,0.15157484070052119
17,30,2.5,0.8017108395078061,0.18366055523158298
18,30,2.5,0.852687890330684,0.21694219928654523
19,30,2.5,0.9036649411535616,0.2502238433415071
20,30,2.5,0.9513311436704737,0.28452704620540104
21,30,2.5,0.9976257056339335,0.3206190419123749
22,30,2.5,1.04116480583786,0.35706549342781685
23,30,2.5,1.0830838667435312,0.39405120298939367
24,30,2.5,1.11966589102616,0.43147032038531147
25,30,2.5,1.1484975632116583,0.4686789502377145
26,30,2.5,1.1727689400515549,0.5045065582793303
27,30,2.5,1.1910036029641886,0.5411045844693387
28,30,2.5,1.199857257745863,0.5786931326058643
0,35,0.5,0.44458909600560476,0.7766418293090573
1,35,0.5,0.49072553824170334,0.7886772017477909
2,35,0.5,0.5365454633603908,0.8026649243623127
3,35,0.5,0.5811958105137014,0.8181537795838855
4,35,0.5,0.6224154394457453,0.8336043593461442
5,35,0.5,0.6633295187108081,0.8503332117785228
6,35,0.5,0.7034700697858163,0.8673346548435538
7,35,0.5,0.7432290752418642,0.8840604472019766
8,35,0.5,0.7812340724566398,0.9007850258796258
9,35,0.5,0.8192390696714151,0.9175096045572747
10,35,0.5,0.8572440668861907,0.9339069514140478
11,35,0.5,0.8948576838907047,0.9502683594197238
12,35,0.5,0.9293423862611887,0.9665598873620883
13,35,0.5,0.9613197485012641,0.9855877792404687
14,35,0.5,0.9926971121359209,1.006638450602316
15,35,0.5,1.0232215996367071,1.0276891219641633
16,35,0.5,1.0516867078368148,1.0493531357932364
17,35,0.5,1.0816386954888533,1.0706199488938482
18,35,0.5,1.1115379059408692,1.092151634343438
19,35,0.5,1.1368072803933658,1.1146817216336158
20,35,0.5,1.1620766548458616,1.1372169835064803
21,35,0.5,1.18359067849974,1.1609638020527215
22,35,0.5,1.1985928801662875,1.183166395478027
23,35,0.5,1.2090696191323307,1.205368988903332
24,35,0.5,1.2184889593467374,1.2254967002956534
25,35,0.5,1.2241370948757637,1.2412508273024376
26,35,0.5,1.2254008806215508,1.2564058095542945
27,35,0.5,1.2250491198043358,1.2723364473243408
28,35,0.5,1.2254889395756676,1.2880141365217475
0,35,1.0,0.3702464709115906,0.47963318033966335
1,35,1.0,0.4206124394527036,0.4966273495356716
2,35,1.0,0.47097840799381624,0.5139428414695939
3,35,1.0,0.5213443765349295,0.5327824832031418
4,35,1.0,0.5713965785562185,0.5525115927216212
5,35,1.0,0.6154304355674738,0.5739428258118837
6,35,1.0,0.6565247671185546,0.5937003178648274
7,35,1.0,0.6964451703803931,0.6168782318451922
8,35,1.0,0.7363655736422308,0.640056145825557
9,35,1.0,0.7762859769040691,0.6634176684215107
10,35,1.0,0.816206380165907,0.6868688180604626
11,35,1.0,0.8550250104398625,0.7108732277095005
12,35,1.0,0.8927533406906374,0.7364815246879683
13,35,1.0,0.9327702740900787,0.7597173604167338
14,35,1.0,0.9712547656406625,0.7842170747682862
15,35,1.0,1.0077381583720648,0.8090839866632524
16,35,1.0,1.0442215511034674,0.8339508985582189
17,35,1.0,1.079846027156389,0.8588178104531855
18,35,1.0,1.1101551147788262,0.8835954691692238
19,35,1.0,1.1397280520500197,0.9086907491249131
20,35,1.0,1.165039024200112,0.9344589360875114
21,35,1.0,1.1852974912949554,0.958429788377749
22,35,1.0,1.197128983026959,0.9818480426189385
23,35,1.0,1.208442578169718,1.0055705018729058
24,35,1.0,1.2176497911444693,1.0267366979905697
25,35,1.0,1.2212070573978946,1.0466947035063179
26,35,1.0,1.2224396234403847,1.0646933193857768
27,35,1.0,1.2222847731657542,1.0813778415458757
28,35,1.0,1.2207561254945651,1.1002894370193959
0,35,1.5,0.2220098759648847,0.14208787597224642
1,35,1.5,0.2768397031834916,0.15945645400411762
2,35,1.5,0.3316695304020987,0.18027301229383919
3,35,1.5,0.38649935762070553,0.201425660460876
4,35,1.5,0.44132918483931255,0.2248338951120758
5,35,1.5,0.49601247321191183,0.24892634888462567
6,35,1.5,0.5497556716429541,0.27297353173714617
7,35,1.5,0.6034988700739969,0.2970188670518004
8,35,1.5,0.6566843969490044,0.32285652035174034
9,35,1.5,0.709809060290238,0.34922986594541133
10,35,1.5,0.7631813111466594,0.37668549671053225
11,35,1.5,0.8142431635014593,0.40478975380901555
12,35,1.5,0.8615969554334444,0.43306684036224835
13,35,1.5,0.9099737914970931,0.4672718055098472
14,35,1.5,0.9570120904295096,0.5016666841212176
15,35,1.5,1.003200901398629,0.5355909674649478
16,35,1.5,1.048663942989202,0.5693763733489036
17,35,1.5,1.0904014236056494,0.6033467663053621
18,35,1.5,1.1270009269251962,0.6385114835600106
19,35,1.5,1.1563318372253482,0.6758673455194266
20,35,1.5,1.1854848406654672,0.7142910705080945
21,35,1.5,1.213621341590142,0.7517298088373197
22,35,1.5,1.2367217264459156,0.7891002872330728
23,35,1.5,1.251022569977052,0.826470765628826
24,35,1.5,1.2629199782342166,0.8645454928001669
25,35,1.5,1.2735673236785503,0.897824528057673
26,35,1.5,1.2804052063599372,0.9292398520047084
27,35,1.5,1.2838963648410653,0.9595411983079961
28,35,1.5,1.2857430429658423,0.9876984225734654
0,35,2.0,0.12096854540061613,-0.11440826606202241
1,35,2.0,0.17864071827503308,-0.10062078547942734
2,35,2.0,0.2377425318709644,-0.08348029712991901
3,35,2.0,0.29674214197311133,-0.0641938243197576
4,35,2.0,0.3557417520752588,-0.04326028716435397
5,35,2.0,0.41503418281301985,-0.01857836907551659
6,35,2.0,0.47376351252643684,0.008215002508450073
7,35,2.0,0.5323298235953502,0.03659299306982357
8,35,2.0,0.5900871143958233,0.06675972042492857
9,35,2.0,0.6478444051962959,0.09737633410548886
10,35,2.0,0.7056016959967693,0.13006492909865908
11,35,2.0,0.7633589867972419,0.16375767695554672
12,35,2.0,0.8193794679912971,0.19831982761847394
13,35,2.0,0.8727655907760619,0.2328819782814014
14,35,2.0,0.9260432905194125,0.2684154063680823
15,35,2.0,0.9782608500086576,0.30402609850985624
16,35,2.0,1.0277450401389212,0.340563904919018
17,35,2.0,1.0779702162067393,0.377637009582937
18,35,2.0,1.1255660074050788,0.4166192190572053
19,35,2.0,1.1663392140347737,0.45758944240301674
20,35,2.0,1.2015797625766804,0.5009857502338337
21,35,2.0,1.2301676529535175,0.5447170466259623
22,35,2.0,1.2586340330591415,0.5870258478800595
23,35,2.0,1.2859054442720377,0.6294511164136048
24,35,2.0,1.299248087036737,0.6726401608874837
25,35,2.0,1.311376285657462,0.716470471009298
26,35,2.0,1.3235044842781867,0.7599054071844282
27,35,2.0,1.3349274342811723,0.8027797804759298
28,35,2.0,1.3401849614807773,0.8420024454142864
0,35,2.5,0.03854904689858911,-0.23666939382159663
1,35,2.5,0.09028311395851779,-0.21201746067458022
2,35,2.5,0.14340522001236292,-0.1866568173251945
3,35,2.5,0.19845023575313142,-0.160713424131717
4,35,2.5,0.25397003566355464,-0.1345461312368245
5,35,2.5,0.310242865584673,-0.10713184948033241
6,35,2.5,0.36690512157055744,-0.07668915743348635
7,35,2.5,0.4235673775564414,-0.048161414385076776
8,35,2.5,0.480229633542326,-0.019998021204539446
9,35,2.5,0.5368918895282107,0.008884897121377522
10,35,2.5,0.5935541455140947,0.038096574802189684
11,35,2.5,0.6472300011721623,0.06932188272325433
12,35,2.5,0.6993307334565417,0.10079261283692152
13,35,2.5,0.7496698008154399,0.1325638470974404
14,35,2.5,0.7998041328392897,0.16523228155087555
15,35,2.5,0.849851168825982,0.19790071600430975
16,35,2.5,0.8988405662274244,0.23056915045774473
17,35,2.5,0.9488929828333594,0.26422287769614317
18,35,2.5,1.0012315070105757,0.2994332166374664
19,35,2.5,1.0535700311877918,0.3346296708764442
20,35,2.5,1.105908555365008,0.37003972650091577
21,35,2.5,1.1541840915779882,0.4056583012792811
22,35,2.5,1.2002852858847401,0.44172773329690457
23,35,2.5,1.2419000664716868,0.4791468506928222
24,35,2.5,1.2807498389323069,0.5165659680887401
25,35,2.5,1.3126761169949164,0.5539850854846577
26,35,2.5,1.3374096169475966,0.5914042028805753
27,35,2.5,1.3487822490282753,0.6288233202764929
28,35,2.5,1.3601548811089543,0.666242437672411
0,40,0.5,0.5430833651799036,0.8407760143741115
1,40,0.5,0.5872724666670359,0.8547693185973911
2,40,0.5,0.6327121818014663,0.8695266240853838
3,40,0.5,0.6744800705198917,0.8857853989756066
4,40,0.5,0.7123602377844667,0.9020441738658288
5,40,0.5,0.7495976968985449,0.9183029487560509
6,40,0.5,0.787075024483211,0.9345617236462737
7,40,0.5,0.8248022227232712,0.950820498536496
8,40,0.5,0.8625294209633316,0.9680718808116556
9,40,0.5,0.9003040814876524,0.985176385902445
10,40,0.5,0.9351975345880841,1.0018507200356905
11,40,0.5,0.9700909876885153,1.0184513423515575
12,40,0.5,1.0049844407889474,1.0350759393516833
13,40,0.5,1.0387520856781,1.0544410510681246
14,40,0.5,1.0692765731788862,1.0739105749151356
15,40,0.5,1.1026408275460884,1.0933800987621467
16,40,0.5,1.1367213949910846,1.112849622609158
17,40,0.5,1.1689056940054718,1.132745404717903
18,40,0.5,1.2006744668241127,1.154193727563218
19,40,0.5,1.2294648737129643,1.1780596080788794
20,40,0.5,1.2549928312720375,1.2026722251122424
21,40,0.5,1.278781029231666,1.2290591980062162
22,40,0.5,1.2951765796606705,1.2533855357176145
23,40,0.5,1.3022762282190663,1.2775926473521217
24,40,0.5,1.3093758767774628,1.3017997589866295
25,40,0.5,1.3152485448148732,1.322305213477926
26,40,0.5,1.3172808519861718,1.3414009727264289
27,40,0.5,1.3174667491337502,1.3573458238340974
28,40,0.5,1.3141762548436222,1.3730298323231291
0,40,1.0,0.458523239224979,0.5502700127821024
1,40,1.0,0.5086242096317024,0.5664690672603496
2,40,1.0,0.5569724350421452,0.5839190839753368
3,40,1.0,0.6026014536311701,0.601369100690324
4,40,1.0,0.648132388981584,0.6215064742019887
5,40,1.0,0.6936633243319981,0.6419474299265787
6,40,1.0,0.7391644063952292,0.6616350899171353
7,40,1.0,0.7808584058028527,0.6817442408610737
8,40,1.0,0.8204590596903982,0.7011656217613127
9,40,1.0,0.8611811291337563,0.7212052218364701
10,40,1.0,0.9039104089276468,0.7428163013723615
11,40,1.0,0.9466396887215376,0.765138808094748
12,40,1.0,0.9888843294336938,0.7874613148171349
13,40,1.0,1.0294133956179101,0.8112205956141016
14,40,1.0,1.0699424618021274,0.8352385930627383
15,40,1.0,1.1079944420063224,0.859259391684923
16,40,1.0,1.141956994136499,0.8836387456464102
17,40,1.0,1.1750574371662679,0.9095469270866624
18,40,1.0,1.2058518424445361,0.9354551085269135
19,40,1.0,1.2344606415742343,0.9613632899671652
20,40,1.0,1.2619964942117967,0.9882925980603358
21,40,1.0,1.289528241614827,1.0154129471725386
22,40,1.0,1.3059022930346142,1.0415822441439901
